學校代碼,學校名稱,高級中等學校原住民一年級學生數,高級中等學校原住民二年級學生數,高級中等學校原住民三年級學生數,高級中等學校原住民四年級學生數,高級中等學校原住民延修生學生數,高級中等學校上學年度原住民畢業生人數
131308,私立陸興高中,8,13,16,0,0,18
131311,私立美和高中,17,18,22,0,0,16
134304,縣立大同高中,14,16,12,0,0,13
134321,縣立枋寮高中,13,21,29,0,0,17
134324,縣立東港高中,1,4,3,0,0,3
134334,縣立來義高中,51,48,52,0,0,31
140301,國立臺東大學附屬體育高中,55,59,41,0,0,55
140302,國立臺東女中,63,65,70,0,0,65
140303,國立臺東高中,98,76,80,0,0,69
141301,臺東縣均一高中,13,5,19,0,0,5
141307,私立育仁高中,15,8,17,0,0,18
144322,縣立蘭嶼高中,15,18,22,0,0,18
150302,國立花蓮女中,77,63,64,0,0,75
150303,國立花蓮高中,71,87,80,0,0,51
150309,國立玉里高中,92,75,98,0,0,70
151306,私立海星高中,94,122,120,0,0,120
151307,私立四維高中,146,173,169,0,0,177
151312,財團法人慈濟大學附中,7,13,7,0,0,6
154301,花蓮縣立體育高中,42,39,35,0,0,19
154399,縣立南平中學,1,0,1,0,0,0
160302,國立馬公高中,4,0,0,0,0,0
170301,國立基隆女中,7,8,7,0,0,4
170302,國立基隆高中,5,2,1,0,0,1
171306,私立二信高中,5,4,8,0,0,6
171308,輔大聖心高中,7,2,9,0,0,3
173304,市立中山高中,2,2,2,0,0,2
173306,市立安樂高中,8,2,0,0,0,4
173307,市立暖暖高中,0,2,1,0,0,2
173314,市立八斗高中,15,13,12,0,0,9
180301,國立竹科實驗高級中等學校,4,4,0,0,0,5
180302,國立新竹女中,10,12,14,0,0,13
180309,國立新竹高中,11,14,12,0,0,11
181305,私立光復高中,56,47,35,0,1,24
181306,私立曙光女中,3,4,6,0,0,4
181307,私立磐石高中,3,3,4,0,0,4
181308,私立世界高中,6,6,5,0,0,9
183306,市立成德高中,20,21,11,0,0,13
183307,市立香山高中,7,9,4,0,0,9
183313,市立建功高中,7,7,8,0,0,4
191301,私立東大附中,1,1,1,0,0,0
191302,私立葳格高中,2,2,1,0,0,2
191305,私立新民高中,28,14,33,0,0,35
191308,私立宜寧高中,9,10,6,0,0,7
191309,私立明德高中,14,23,15,0,0,21
191311,私立衛道高中,3,2,4,0,0,2
191313,私立曉明女中,4,2,1,0,0,2
191314,私立嶺東高中,19,25,12,0,0,13
193301,市立臺中女中,13,17,16,0,0,17
193302,市立臺中一中,19,20,24,0,0,18
193303,市立忠明高中,10,7,6,0,0,5
193313,市立西苑高中,11,8,9,0,0,13
193315,市立東山高中,16,12,13,0,0,11
193316,市立惠文高中,7,18,14,0,0,12
194303,市立臺中二中,13,14,13,0,0,13
194315,市立文華高中,16,15,16,0,0,16
200302,國立嘉義女中,4,10,2,0,0,2
200303,國立嘉義高中,7,6,7,0,0,3
201304,私立興華高中,4,0,0,0,0,3
201309,私立仁義高中,5,8,11,0,0,9
201310,私立嘉華高中,3,0,0,0,0,2
201312,私立輔仁高中,11,5,5,0,0,11
201313,私立宏仁女中,5,3,6,0,0,1
201314,私立立仁高中,4,9,12,0,0,9
210303,國立臺南二中,3,7,3,0,0,2
210305,國立臺南一中,6,6,6,0,0,8
210306,國立臺南女中,10,5,3,0,0,6
210309,國立家齊高中,0,7,8,0,0,5
211301,私立長榮高中,2,6,3,0,0,3
211302,私立長榮女中,0,2,6,0,0,6
211304,財團法人聖功女中,1,0,0,0,0,1
211310,臺南市光華高中,3,4,1,0,0,1
211314,私立六信高中,3,1,3,0,0,0
211317,臺南市崑山高中,2,2,2,0,0,5
211318,私立德光高中,1,1,1,0,0,0
211320,財團法人慈濟高中,0,0,1,0,0,0
213303,市立南寧高中,2,0,0,0,0,1
213316,市立土城高中,0,1,1,0,0,0
313301,市立西松高中,0,2,0,0,0,2
313302,市立中崙高中,1,2,0,0,0,1
321399,臺北市私立協和祐德高級中學,3,1,1,0,0,3
323301,市立松山高中,7,10,11,0,0,12
323302,市立永春高中,2,1,5,0,0,3
330301,國立師大附中,19,17,18,0,0,10
331301,私立延平中學,0,0,1,0,0,1
331302,私立金甌女中,3,6,5,0,0,3
333301,市立和平高中,10,4,4,0,0,5
341302,私立大同高中,0,1,3,0,0,2
343301,市立中山女中,15,10,4,0,0,17
343302,市立大同高中,5,4,6,0,0,10
343303,市立大直高中,5,3,2,0,0,4
351301,私立強恕中學,27,14,19,0,0,20
353301,市立建國中學,20,19,14,0,0,19
353302,市立成功中學,9,3,6,0,0,4
353303,市立北一女中,17,17,18,0,0,20
361301,臺北市靜修高中,2,1,0,0,0,0
363301,市立明倫高中,8,5,3,0,0,1
363302,市立成淵高中,2,3,10,0,0,4
373301,市立華江高中,14,5,6,0,0,8
373302,市立大理高中,5,5,5,0,0,6
380301,國立政大附中,1,0,1,0,0,2
381302,私立滬江高中,5,4,7,0,0,6
381303,私立大誠高中,12,10,6,0,0,1
381304,私立再興中學,1,0,2,0,0,1
381305,私立景文高中,5,1,1,0,0,4
383301,市立景美女中,10,12,12,0,0,7
383302,市立萬芳高中,5,2,3,0,0,5
393301,市立南港高中,7,4,5,0,0,2
393302,市立育成高中,4,3,3,0,0,4
401301,私立文德女中,0,0,1,0,0,0
401302,私立方濟中學,0,2,0,0,0,2
401303,私立達人女中,0,0,1,0,0,1
403301,市立內湖高中,8,10,8,0,0,6
403302,市立麗山高中,2,1,4,0,0,3
403303,市立南湖高中,11,10,10,0,0,8
411301,私立泰北高中,3,3,2,0,0,3
411302,私立衛理女中,0,1,0,0,0,0
413301,市立陽明高中,7,7,6,0,0,4
413302,市立百齡高中,4,1,1,0,0,1
421301,私立薇閣高中,0,1,0,0,0,0
421302,臺北市幼華高中,1,0,2,0,0,2
423301,市立復興高中,6,7,7,0,0,5
423302,市立中正高中,6,7,6,0,0,5
521301,天主教明誠高中,0,0,1,0,0,1
521303,私立大榮高中,6,4,6,0,0,5
523301,市立鼓山高中,3,1,5,0,0,3
533301,市立左營高中,9,5,8,0,0,8
533302,市立新莊高中,9,10,8,0,0,5
540301,國立中山大學附屬國光高中,5,4,2,0,0,5
543301,市立中山高中,2,3,11,0,0,5
543302,市立楠梓高中,5,5,6,0,0,1
551301,私立立志高中,8,12,16,0,0,10
553301,市立高雄中學,18,13,19,0,0,14
553302,市立三民高中,13,9,7,0,0,10
563301,市立新興高中,2,1,4,0,0,2
573301,市立高雄女中,17,18,19,0,0,15
580301,國立高師大附中,9,8,8,0,0,8
581301,私立復華高中,5,1,6,0,0,5
581302,天主教道明中學,3,10,1,0,0,0
583301,市立中正高中,8,3,4,0,0,5
593301,市立前鎮高中,9,2,10,0,0,4
593302,市立瑞祥高中,6,4,3,0,0,3
613301,市立小港高中,5,11,7,0,0,3
710301,國立金門高中,3,2,1,0,0,0
720301,國立馬祖高中,2,1,2,0,0,2
011405,私立樹人家商,48,27,44,0,0,32
011407,私立復興商工,17,13,7,0,0,16
011408,私立南強工商,17,18,21,0,0,17
011413,私立穀保家商,28,22,27,0,0,19
011419,私立開明工商,0,10,6,0,0,12
011420,私立智光商工,12,5,7,0,0,4
011421,私立清傳高商,2,0,0,0,0,0
011426,私立能仁家商,49,40,36,0,0,59
011427,私立豫章工商,6,13,7,0,0,10
011431,私立莊敬工家,106,79,72,0,31,31
011432,私立中華商海,3,1,3,0,0,5
013402,市立瑞芳高工,18,6,11,0,0,9
013430,市立三重商工,14,12,12,0,0,12
013433,市立新北高工,21,17,16,0,0,11
013434,市立淡水商工,14,13,10,0,0,9
014439,市立鶯歌工商,25,16,19,0,0,23
014468,市立樟樹國際實中,7,2,2,0,0,4
020403,國立宜蘭高商,15,20,14,0,0,11
020404,國立羅東高商,30,22,31,0,1,27
020405,國立蘇澳海事,18,10,14,0,0,5
020407,國立羅東高工,36,19,24,0,0,11
020409,國立頭城家商,14,14,11,0,0,9
030403,國立北科大附屬桃園農工,62,34,45,0,0,33
031414,私立成功工商,31,35,31,0,0,39
031415,私立方曙商工,7,8,2,0,0,4
031421,私立永平工商,108,105,123,0,0,105
033407,市立中壢高商,22,16,19,0,0,14
033408,市立中壢家商,14,16,13,0,0,10
041401,私立內思高工,9,13,4,0,0,7
050401,國立大湖農工,16,12,18,0,0,3
050404,國立苗栗農工,27,18,11,0,3,7
050407,國立苗栗高商,7,10,13,0,0,8
051408,私立中興商工,16,12,18,0,0,13
051411,私立育民工家,10,19,11,0,0,10
051413,私立龍德家商,0,6,4,0,0,4
063401,市立豐原高商,17,14,17,0,0,12
063402,市立大甲高工,9,10,9,0,0,6
063404,市立東勢高工,22,7,10,0,0,11
063407,市立沙鹿高工,19,12,16,0,0,13
063408,市立霧峰農工,8,10,5,0,0,6
064406,市立神岡高工,1,0,0,0,0,0
070401,國立彰師附工,6,3,7,0,0,6
070402,國立永靖高工,0,0,1,0,0,2
070403,國立二林工商,1,0,2,0,0,2
070405,國立秀水高工,8,3,6,0,0,3
070406,國立彰化高商,7,6,5,0,0,4
070408,國立員林農工,7,7,3,0,0,4
070409,國立員林崇實高工,2,1,2,0,0,2
070410,國立員林家商,6,7,4,0,0,3
070415,國立北斗家商,2,6,7,0,0,4
071413,私立大慶商工,4,15,7,0,0,6
071414,私立達德商工,8,9,10,0,0,7
080401,國立仁愛高農,44,41,41,0,2,27
080403,國立埔里高工,46,29,42,0,1,36
080404,國立南投高商,3,2,4,0,0,6
080406,國立草屯商工,14,6,7,0,0,2
080410,國立水里商工,40,23,20,0,1,7
081409,南投縣同德高中,13,13,22,0,0,28
090401,國立虎尾農工,4,4,2,0,0,3
090402,國立西螺農工,5,8,5,0,0,6
090403,國立斗六家商,6,2,5,0,0,4
090404,國立北港農工,2,1,0,0,0,0
090413,國立土庫商工,1,2,3,0,1,1
091410,私立大成商工,11,1,3,0,0,2
091414,私立大德工商,1,9,3,0,0,2
100402,國立民雄農工,2,1,1,0,0,3
101405,私立協志工商,0,6,6,0,0,7
101406,私立萬能工商,8,4,4,0,0,5
110401,國立新化高工,5,8,3,0,0,2
110403,國立白河商工,8,7,3,0,0,3
110404,國立北門農工,2,1,4,0,0,1
110405,國立曾文家商,3,4,3,0,0,2
110406,國立新營高工,4,4,1,0,0,1
110407,國立玉井工商,2,4,3,0,0,0
110409,國立臺南高工,9,11,12,0,0,6
110410,國立曾文農工,1,1,2,0,0,0
111419,私立陽明工商,6,4,3,0,0,4
111427,私立育德工家,7,1,4,0,0,2
120401,國立旗山農工,12,13,8,0,0,7
120402,國立岡山農工,15,10,8,0,0,4
120409,國立鳳山商工,12,13,6,0,0,9
121405,私立中山工商,64,74,80,0,0,66
121410,私立旗美商工,4,4,3,0,0,6
121413,私立高英工商,66,65,52,0,0,58
121415,私立華德工家,1,1,4,0,0,4
121417,私立高苑工商,23,33,30,0,0,21
130401,國立內埔農工,60,55,38,0,1,32
130403,國立屏東高工,34,31,39,0,0,24
130404,國立佳冬高農,10,7,18,0,0,7
130410,國立東港海事,6,3,2,0,3,7
130417,國立恆春工商,39,24,25,0,1,19
131409,私立民生家商,78,59,56,0,0,52
131418,私立日新工商,14,8,17,0,0,13
140404,國立關山工商,39,46,44,0,6,41
140405,國立臺東高商,140,117,120,0,11,98
140408,國立成功商水,39,18,44,0,0,36
141406,私立公東高工,113,104,155,0,0,72
150401,國立花蓮高農,122,105,136,0,0,88
150404,國立花蓮高工,142,108,134,0,3,122
150405,國立花蓮高商,110,73,76,0,0,71
150411,國立光復商工,55,72,38,0,0,46
151410,花蓮縣上騰工商,74,75,72,0,0,53
160401,國立澎湖海事水產,2,1,2,0,0,0
170403,國立海洋大學附屬基隆海事,27,19,24,0,0,6
170404,國立基隆商工,25,9,17,0,0,15
171405,私立光隆家商,5,8,5,0,0,10
171407,私立培德工家,1,4,2,0,0,3
180403,國立新竹高商,13,16,17,0,0,13
180404,國立新竹高工,11,6,6,0,0,8
190406,國立興大附農,25,27,26,0,0,22
191412,財團法人光華高工,2,0,1,0,0,2
193404,市立臺中家商,16,15,16,0,1,12
193407,市立臺中高工,25,22,22,0,0,20
200401,國立華南高商,0,1,5,0,0,1
200405,國立嘉義高工,13,9,8,0,3,5
200406,國立嘉義高商,7,4,1,0,0,3
200407,國立嘉義家職,2,6,1,0,0,2
201408,私立東吳工家,14,26,10,0,0,14
210408,國立臺南高商,13,11,8,0,0,7
210416,國立臺南海事,1,0,2,0,0,3
211407,私立南英商工,20,9,11,0,0,7
211412,私立亞洲餐旅,1,2,3,0,0,4
211419,私立慈幼工商,1,4,5,0,0,3
311401,臺北市普林思頓高中,14,24,27,0,0,37
323401,市立松山家商,9,12,8,0,0,7
323402,市立松山工農,11,12,13,0,0,4
331402,私立東方工商,0,5,8,0,0,9
331403,私立喬治工商,6,6,10,0,0,4
331404,私立開平餐飲,5,5,5,0,0,4
333401,市立大安高工,16,17,17,0,0,21
341402,私立稻江護家,11,9,3,0,0,4
351402,臺北市開南高中,3,3,3,0,0,2
361401,私立稻江高商,16,18,1,0,0,5
383401,市立木柵高工,3,7,4,0,0,4
393401,市立南港高工,14,15,9,0,0,10
403401,市立內湖高工,4,7,5,0,0,2
411401,私立華岡藝校,19,12,9,0,0,9
413401,市立士林高商,14,16,15,0,0,8
421404,私立惇敘工商,6,1,2,0,0,4
521401,私立中華藝校,6,14,16,0,0,15
533401,市立海青工商,26,15,12,0,0,11
533402,市立三民家商,21,19,12,0,0,18
551402,私立樹德家商,61,39,47,0,0,50
553401,市立高雄高工,22,16,20,0,0,13
563401,市立高雄高商,18,11,13,0,0,11
581401,私立國際商工,0,1,1,0,0,0
581402,私立三信家商,15,13,12,0,0,19
593401,市立中正高工,18,19,15,0,0,13
610405,國立高餐大附屬餐旅中學,1,3,0,0,0,0
611401,私立高鳳工家,0,0,0,0,0,1
710401,國立金門農工,2,2,9,0,1,3
351B09,私立南華高中進修學校,6,10,18,0,0,18
361B09,私立志仁中學進修學校,19,16,27,0,0,26
011C71,私立光華高商進修學校,7,4,8,0,0,8
210C01,國立成功大學附設高工進修學校,1,3,2,0,0,1
070F01,國立和美實驗學校,1,1,2,0,0,2
151G91,私立正德高中進修學校,2,0,0,0,0,0
04C301,誠正中學,8,10,0,0,0,0
07C301,勵志中學,12,11,1,0,0,0
