學校代碼,學校名稱,高級中等學校原住民一年級學生數,高級中等學校原住民二年級學生數,高級中等學校原住民三年級學生數,高級中等學校原住民四年級學生數,高級中等學校原住民延修生學生數,高級中等學校上學年度原住民畢業生人數
171306,私立二信高中,4,9,6,0,0,4
171308,輔大聖心高中,3,7,6,0,0,3
173304,市立中山高中,2,2,4,0,0,6
173306,市立安樂高中,0,0,3,0,0,6
173307,市立暖暖高中,1,1,2,0,0,1
173314,市立八斗高中,13,15,9,0,0,18
180301,國立科學工業園區實驗高中,4,0,5,0,0,1
180302,國立新竹女中,12,13,13,0,0,15
180309,國立新竹高中,14,12,14,0,0,16
181305,私立光復高中,53,38,44,0,0,48
181306,私立曙光女中,7,5,4,0,0,3
181307,私立磐石高中,2,5,5,0,0,4
181308,私立世界高中,12,9,13,0,0,5
183306,市立成德高中,21,11,13,0,0,13
183307,市立香山高中,9,5,10,0,0,8
183313,市立建功高中,8,8,4,0,0,5
191301,私立東大附中,1,1,0,0,0,2
191302,私立葳格高中,3,1,2,0,0,0
191305,私立新民高中,18,35,36,0,0,32
191308,私立宜寧高中,14,6,8,0,0,12
191309,私立明德高中,18,10,22,0,0,17
191311,私立衛道高中,2,4,2,0,0,3
191313,私立曉明女中,2,1,2,0,0,0
191314,私立嶺東高中,27,12,17,0,0,15
193301,市立臺中女中,17,16,17,0,0,13
193302,市立臺中一中,20,24,24,0,0,16
193303,市立忠明高中,7,6,6,0,0,5
193313,市立西苑高中,8,9,13,0,0,10
193315,市立東山高中,12,14,11,0,0,14
193316,市立惠文高中,16,13,14,0,0,11
194303,市立臺中二中,18,15,19,0,0,16
194315,市立文華高中,17,17,16,0,0,12
200302,國立嘉義女中,10,2,2,0,0,2
200303,國立嘉義高中,5,7,3,0,0,12
201304,私立興華高中,2,0,3,0,0,1
201309,私立仁義高中,4,13,8,0,0,7
201310,私立嘉華高中,0,0,2,0,0,0
201312,私立輔仁高中,4,6,11,0,0,14
201313,私立宏仁女中,3,5,1,0,0,3
201314,私立立仁高中,8,14,9,0,0,6
210303,國立臺南二中,7,3,4,0,0,4
210305,國立臺南一中,6,7,9,0,0,8
210306,國立臺南女中,5,3,6,0,0,5
210309,國立家齊高中,7,8,6,0,0,7
211301,私立長榮高中,6,3,4,0,0,2
211302,私立長榮女中,2,6,6,0,0,4
211304,財團法人聖功女中,0,0,2,0,0,0
211310,臺南市光華高中,4,1,1,0,0,1
211314,私立六信高中,2,4,0,0,0,0
211315,私立瀛海高中,0,0,0,0,0,2
211317,私立崑山高中,1,2,6,0,0,2
211318,私立德光高中,1,0,0,0,0,0
211320,財團法人慈濟高中,1,1,0,0,0,1
213303,市立南寧高中,0,0,1,0,0,1
213316,市立土城高中,1,1,0,0,0,0
313301,市立西松高中,2,0,2,0,0,0
313302,市立中崙高中,2,1,1,0,0,4
321399,臺北市私立協和祐德高級中學,1,2,3,0,0,4
323301,市立松山高中,9,9,16,0,0,13
323302,市立永春高中,1,5,3,0,0,3
330301,國立師大附中,17,17,15,0,0,16
331301,私立延平中學,0,1,1,0,0,0
331302,私立金甌女中,6,5,3,0,0,8
333301,市立和平高中,5,4,6,0,0,5
341301,私立中興中學,0,0,0,0,0,2
341302,私立大同高中,1,0,3,0,0,0
343301,市立中山女中,11,4,19,0,0,7
343302,市立大同高中,4,7,10,0,0,7
343303,市立大直高中,3,2,4,0,0,1
351301,私立強恕中學,28,21,21,0,0,15
353301,市立建國中學,19,14,19,0,0,20
353302,市立成功中學,3,5,4,0,0,3
353303,市立北一女中,17,18,20,0,0,21
361301,臺北市靜修高中,1,0,0,0,0,1
363301,市立明倫高中,6,2,3,0,0,5
363302,市立成淵高中,4,8,4,0,0,9
373301,市立華江高中,4,7,11,0,0,3
373302,市立大理高中,6,5,7,0,0,9
380301,國立政大附中,0,1,3,0,0,3
381301,私立東山高中,0,0,0,0,0,2
381302,私立滬江高中,3,8,10,0,0,8
381303,私立大誠高中,13,4,1,0,0,2
381304,私立再興中學,0,2,1,0,0,0
381305,私立景文高中,3,5,7,0,0,5
383301,市立景美女中,11,13,7,0,0,9
383302,市立萬芳高中,3,2,5,0,0,7
393301,市立南港高中,5,2,4,0,0,3
393302,市立育成高中,4,3,6,0,0,2
401301,私立文德女中,0,1,0,0,0,1
401302,私立方濟中學,2,0,2,0,0,0
401303,私立達人女中,0,1,1,0,0,1
403301,市立內湖高中,10,6,7,0,0,6
403302,市立麗山高中,1,4,3,0,0,1
403303,市立南湖高中,12,10,10,0,0,9
411301,私立泰北高中,3,2,3,0,0,3
411302,私立衛理女中,1,0,0,0,0,1
413301,市立陽明高中,8,7,4,0,0,3
413302,市立百齡高中,1,1,1,0,0,2
421301,私立薇閣高中,1,0,0,0,0,0
421302,臺北市幼華高中,0,2,2,0,0,2
423301,市立復興高中,8,7,12,0,0,4
423302,市立中正高中,6,7,8,0,0,8
521301,天主教明誠高中,0,1,1,0,0,1
521303,私立大榮高中,5,10,5,0,0,17
523301,市立鼓山高中,1,5,4,0,0,2
533301,市立左營高中,7,12,14,0,0,7
533302,市立新莊高中,11,7,10,0,0,4
540301,國立中山大學附屬國光高中,5,2,6,0,0,5
543301,市立中山高中,3,10,5,0,0,4
543302,市立楠梓高中,5,6,2,0,0,1
551301,私立立志高中,13,18,12,0,0,11
553301,市立高雄中學,13,18,19,0,0,14
553302,市立三民高中,9,7,10,0,0,5
563301,市立新興高中,1,4,3,0,0,0
573301,市立高雄女中,18,19,15,0,0,20
580301,國立高師大附中,8,9,8,0,0,6
581301,私立復華高中,3,5,8,0,0,6
581302,天主教道明中學,7,1,0,0,0,5
583301,市立中正高中,4,3,6,0,0,3
593301,市立前鎮高中,3,10,9,0,0,10
593302,市立瑞祥高中,4,3,3,0,0,1
613301,市立小港高中,13,7,4,0,0,7
710301,國立金門高中,2,1,4,0,0,3
720301,國立馬祖高中,1,2,2,0,0,2
011405,私立樹人家商,42,48,33,0,0,48
011407,私立復興商工,14,8,16,0,0,18
011408,私立南強工商,18,24,17,0,0,35
011413,私立穀保家商,22,25,20,0,0,37
011419,私立開明工商,13,10,14,0,0,12
011420,私立智光商工,5,7,6,0,0,10
011426,私立能仁家商,45,39,62,0,0,59
011427,私立豫章工商,11,7,12,0,0,18
011431,私立莊敬工家,90,80,48,0,32,42
011432,私立中華商海,2,5,6,0,0,6
013402,市立瑞芳高工,16,10,10,0,0,9
013430,市立三重商工,12,14,14,0,0,13
013433,市立新北高工,18,16,16,0,0,22
013434,市立淡水商工,12,11,12,0,0,8
014439,市立鶯歌工商,19,22,27,0,0,20
014468,市立樟樹國際實中,2,2,4,0,0,0
020403,國立宜蘭高商,18,15,11,0,0,9
020404,國立羅東高商,34,38,35,0,1,26
020405,國立蘇澳海事,14,15,6,0,0,4
020407,國立羅東高工,21,30,22,0,0,20
020409,國立頭城家商,19,12,9,0,0,8
030403,國立北科大附屬桃園農工,43,47,37,0,1,38
031414,私立成功工商,34,46,43,0,0,43
031415,私立方曙商工,8,4,5,0,0,10
031421,私立永平工商,113,121,107,0,0,121
033407,市立中壢高商,13,17,15,0,0,16
033408,市立中壢家商,16,13,10,0,0,10
041401,私立內思高工,20,5,13,0,0,8
050401,國立大湖農工,15,18,6,0,0,10
050404,國立苗栗農工,18,18,14,0,0,12
050407,國立苗栗高商,10,15,10,0,0,6
051408,私立中興商工,15,20,16,0,0,11
051411,私立育民工家,21,13,12,0,0,9
051412,私立賢德工商,0,0,0,0,0,1
051413,私立龍德家商,4,4,4,0,0,3
063401,市立豐原高商,18,19,12,0,0,14
063402,市立大甲高工,11,9,7,0,0,4
063404,市立東勢高工,10,10,16,0,0,8
063407,市立沙鹿高工,18,13,13,0,0,12
063408,市立霧峰農工,11,6,6,0,1,9
070401,國立彰師附工,3,7,7,0,0,0
070402,國立永靖高工,2,1,2,0,0,7
070403,國立二林工商,0,2,5,0,0,1
070405,國立秀水高工,5,6,5,0,0,7
070406,國立彰化高商,6,5,4,0,0,7
070408,國立員林農工,9,4,4,0,0,3
070409,國立員林崇實高工,1,1,2,0,0,5
070410,國立員林家商,7,6,3,0,0,4
070415,國立北斗家商,6,5,6,0,0,7
071413,私立大慶商工,15,6,9,0,0,10
071414,私立達德商工,11,12,9,0,0,12
080401,國立仁愛高農,36,46,46,0,2,24
080403,國立埔里高工,29,41,39,0,0,15
080404,國立南投高商,2,5,9,0,0,3
080406,國立草屯商工,10,7,2,0,0,10
080410,國立水里商工,24,21,12,0,0,16
081409,南投縣同德高中,17,25,34,0,0,26
090401,國立虎尾農工,4,3,3,0,0,1
090402,國立西螺農工,8,5,6,0,0,2
090403,國立斗六家商,4,5,4,0,0,5
090404,國立北港農工,2,0,0,0,0,0
090413,國立土庫商工,3,3,2,0,0,0
091410,私立大成商工,2,3,2,0,0,3
091414,私立大德工商,11,4,2,0,0,3
100402,國立民雄農工,1,2,4,0,0,0
101405,私立協志工商,7,5,6,0,0,8
101406,私立萬能工商,5,4,6,0,0,11
110401,國立新化高工,8,3,2,0,0,3
110403,國立白河商工,5,2,3,0,0,3
110404,國立北門農工,1,3,1,0,0,2
110405,國立曾文家商,5,3,3,0,0,5
110406,國立新營高工,2,1,1,0,0,1
110407,國立玉井工商,3,3,0,0,0,0
110409,國立臺南高工,12,12,7,0,0,13
110410,國立曾文農工,1,2,0,0,0,2
111419,私立陽明工商,4,3,4,0,0,3
111427,私立育德工家,1,5,2,0,0,2
120401,國立旗山農工,8,6,11,0,0,10
120402,國立岡山農工,11,9,5,0,1,5
120409,國立鳳山商工,13,6,10,0,0,14
121405,私立中山工商,54,79,72,0,0,59
121410,私立旗美商工,2,4,7,0,0,6
121413,私立高英工商,82,55,58,0,0,37
121415,私立華德工家,5,6,7,0,0,10
121417,私立高苑工商,38,33,27,0,0,27
130401,國立內埔農工,57,40,53,0,0,47
130403,國立屏東高工,37,40,34,0,1,27
130404,國立佳冬高農,8,19,11,0,4,15
130410,國立東港海事,5,3,10,0,1,9
130417,國立恆春工商,27,24,27,0,4,26
131409,私立民生家商,82,69,56,0,0,43
131416,私立華洲工家,0,0,0,0,0,4
131418,私立日新工商,11,23,21,0,0,10
140404,國立關山工商,54,47,58,0,9,33
140405,國立臺東高商,133,124,110,0,25,88
140408,國立成功商水,21,45,41,0,0,17
141406,私立公東高工,122,163,130,0,0,111
150401,國立花蓮高農,119,150,122,0,1,92
150404,國立花蓮高工,132,135,131,0,1,82
150405,國立花蓮高商,77,79,81,0,1,70
150411,國立光復商工,72,38,48,0,0,44
151410,花蓮縣上騰工商,83,98,59,0,0,59
160401,國立澎湖海事水產,2,2,0,0,0,1
170403,國立海洋大學附屬基隆海事,24,25,19,0,0,11
170404,國立基隆商工,10,15,17,0,0,13
171405,私立光隆家商,7,3,14,0,0,6
171407,私立培德工家,4,3,6,0,2,1
180403,國立新竹高商,18,16,14,0,0,16
180404,國立新竹高工,6,7,11,0,0,9
190406,國立興大附農,29,25,24,0,0,22
191412,財團法人光華高工,0,1,3,0,0,2
193404,市立臺中家商,21,16,13,0,1,20
193407,市立臺中高工,31,23,24,0,0,16
200401,國立華南高商,0,7,1,0,0,2
200405,國立嘉義高工,13,10,8,0,1,7
200406,國立嘉義高商,4,1,6,0,0,2
200407,國立嘉義家職,8,1,4,0,0,1
201408,私立東吳工家,28,13,14,0,0,15
210408,國立臺南高商,12,10,9,0,0,12
210416,國立臺南海事,0,3,3,0,0,1
211407,私立南英商工,8,11,8,0,0,14
211412,私立亞洲餐旅,2,2,4,0,0,5
211419,私立慈幼工商,4,7,3,0,0,4
311401,臺北市普林思頓高中,31,34,39,0,0,50
323401,市立松山家商,13,7,8,0,0,10
323402,市立松山工農,11,15,9,0,1,12
331402,私立東方工商,8,11,11,0,0,8
331403,私立喬治工商,4,11,6,0,0,5
331404,私立開平餐飲,6,3,5,0,0,8
333401,市立大安高工,20,18,24,0,0,15
341402,私立稻江護家,9,2,4,0,0,6
351402,臺北市開南高中,2,3,2,0,0,1
361401,私立稻江高商,17,2,5,0,0,6
383401,市立木柵高工,8,4,5,0,0,12
393401,市立南港高工,15,11,10,0,0,14
403401,市立內湖高工,7,5,6,0,0,11
411401,私立華岡藝校,13,9,13,0,0,11
413401,市立士林高商,14,15,16,0,0,11
421404,私立惇敘工商,1,2,5,0,0,3
521401,私立中華藝校,16,15,17,0,0,13
533401,市立海青工商,15,12,16,0,0,14
533402,市立三民家商,19,12,21,0,0,11
551402,私立樹德家商,46,47,53,0,0,40
553401,市立高雄高工,18,20,20,0,0,11
563401,市立高雄高商,11,13,11,0,0,12
581401,私立國際商工,1,2,0,0,0,0
581402,私立三信家商,16,21,21,0,0,29
593401,市立中正高工,18,15,19,0,0,14
610405,國立高餐大附屬餐旅中學,3,0,0,0,0,3
611401,私立高鳳工家,8,0,2,0,0,1
710401,國立金門農工,3,10,7,0,0,1
351B09,私立南華高中進修學校,10,9,18,0,0,18
361B09,私立志仁中學進修學校,11,21,23,0,0,23
011C71,私立光華高商進修學校,6,10,12,0,0,5
210C01,國立成功大學附設高工進修學校,2,1,0,0,0,1
070F01,國立和美實驗學校,2,2,2,0,0,1
543F01,市立楠梓特殊學校,1,1,0,0,0,0
03C301,誠正中學桃園分校,13,0,0,0,0,0
04C301,誠正中學,9,0,0,0,0,0
07C301,誠正中學彰化分校,9,0,0,0,0,0
